record_date,user_id,power_consumption
2016/9/4,413,1
2016/9/5,413,1
2016/9/6,413,1
2016/9/7,413,1
2016/9/8,413,1
2016/9/9,413,1
2016/9/10,413,1
2016/9/11,413,1
2016/9/12,413,1
2016/9/13,413,1
2016/9/14,413,1
2016/9/15,413,1
2016/9/16,413,1
2016/9/17,413,1
2016/9/18,413,1
2016/9/19,413,1
2016/9/20,413,1
2016/9/21,413,1
2016/9/22,413,1
2016/9/23,413,1
2016/9/24,413,1
2016/9/25,413,1
2016/9/26,413,1
2016/9/27,413,1
2016/9/28,413,1
2016/9/29,413,1
2016/9/30,413,1
2016/9/1,418,1
2016/9/2,418,1
2016/9/3,418,1
2016/9/4,418,1
2016/9/5,418,1
2016/9/6,418,1
2016/9/7,418,1
2016/9/8,418,1
2016/9/9,418,1
2016/9/10,418,1
2016/9/11,418,1
2016/9/12,418,1
2016/9/13,418,1
2016/9/14,418,1
2016/9/15,418,1
2016/9/16,418,1
2016/9/17,418,1
2016/9/18,418,1
2016/9/19,418,1
2016/9/20,418,1
2016/9/21,418,1
2016/9/22,418,1
2016/9/23,418,1
2016/9/24,418,1
2016/9/25,418,1
2016/9/26,418,1
2016/9/27,418,1
2016/9/28,418,1
2016/9/29,418,1
2016/9/30,418,1
2016/9/3,454,1
2016/9/4,454,1
2016/9/5,454,1
2016/9/6,454,1
2016/9/28,454,1
2016/9/29,454,1
2016/9/1,469,1
2016/9/2,469,1
2016/9/3,469,1
2016/9/4,469,1
2016/9/5,469,1
2016/9/6,469,1
2016/9/7,469,1
2016/9/8,469,1
2016/9/9,469,1
2016/9/10,469,1
2016/9/11,469,1
2016/9/12,469,1
2016/9/13,469,1
2016/9/14,469,1
2016/9/15,469,1
2016/9/16,469,1
2016/9/17,469,1
2016/9/18,469,1
2016/9/19,469,1
2016/9/20,469,1
2016/9/21,469,1
2016/9/22,469,1
2016/9/23,469,1
2016/9/24,469,1
2016/9/25,469,1
2016/9/26,469,1
2016/9/27,469,1
2016/9/28,469,1
2016/9/29,469,1
2016/9/30,469,1
2016/9/1,522,1
2016/9/2,522,1
2016/9/3,522,1
2016/9/4,522,1
2016/9/5,522,1
2016/9/6,522,1
2016/9/7,522,1
2016/9/8,522,1
2016/9/9,522,1
2016/9/10,522,1
2016/9/11,522,1
2016/9/12,522,1
2016/9/13,522,1
2016/9/14,522,1
2016/9/15,522,1
2016/9/16,522,1
2016/9/17,522,1
2016/9/18,522,1
2016/9/19,522,1
2016/9/20,522,1
2016/9/21,522,1
2016/9/22,522,1
2016/9/23,522,1
2016/9/24,522,1
2016/9/25,522,1
2016/9/26,522,1
2016/9/27,522,1
2016/9/28,522,1
2016/9/29,522,1
2016/9/30,522,1
2016/9/1,551,1
2016/9/2,551,1
2016/9/3,551,1
2016/9/4,551,1
2016/9/5,551,1
2016/9/6,551,1
2016/9/7,551,1
2016/9/8,551,1
2016/9/9,551,1
2016/9/10,551,1
2016/9/11,551,1
2016/9/12,551,1
2016/9/13,551,1
2016/9/14,551,1
2016/9/15,551,1
2016/9/16,551,1
2016/9/17,551,1
2016/9/18,551,1
2016/9/19,551,1
2016/9/20,551,1
2016/9/21,551,1
2016/9/22,551,1
2016/9/23,551,1
2016/9/24,551,1
2016/9/25,551,1
2016/9/26,551,1
2016/9/27,551,1
2016/9/28,551,1
2016/9/29,551,1
2016/9/30,551,1
2016/9/1,570,1
2016/9/2,570,1
2016/9/3,570,1
2016/9/4,570,1
2016/9/5,570,1
2016/9/6,570,1
2016/9/7,570,1
2016/9/8,570,1
2016/9/9,570,1
2016/9/10,570,1
2016/9/11,570,1
2016/9/12,570,1
2016/9/13,570,1
2016/9/14,570,1
2016/9/15,570,1
2016/9/16,570,1
2016/9/17,570,1
2016/9/18,570,1
2016/9/19,570,1
2016/9/20,570,1
2016/9/21,570,1
2016/9/22,570,1
2016/9/23,570,1
2016/9/24,570,1
2016/9/25,570,1
2016/9/26,570,1
2016/9/27,570,1
2016/9/28,570,1
2016/9/29,570,1
2016/9/30,570,1
2016/9/4,584,1
2016/9/5,584,1
2016/9/14,584,1
2016/9/20,584,1
2016/9/23,584,1
2016/9/1,588,1
2016/9/2,588,1
2016/9/3,588,1
2016/9/4,588,1
2016/9/5,588,1
2016/9/6,588,1
2016/9/7,588,1
2016/9/8,588,1
2016/9/9,588,1
2016/9/10,588,1
2016/9/11,588,1
2016/9/12,588,1
2016/9/13,588,1
2016/9/14,588,1
2016/9/15,588,1
2016/9/16,588,1
2016/9/17,588,1
2016/9/18,588,1
2016/9/19,588,1
2016/9/20,588,1
2016/9/21,588,1
2016/9/22,588,1
2016/9/23,588,1
2016/9/24,588,1
2016/9/25,588,1
2016/9/26,588,1
2016/9/27,588,1
2016/9/28,588,1
2016/9/29,588,1
2016/9/30,588,1
2016/9/1,589,1
2016/9/2,589,1
2016/9/3,589,1
2016/9/4,589,1
2016/9/5,589,1
2016/9/6,589,1
2016/9/7,589,1
2016/9/8,589,1
2016/9/9,589,1
2016/9/10,589,1
2016/9/11,589,1
2016/9/12,589,1
2016/9/13,589,1
2016/9/14,589,1
2016/9/15,589,1
2016/9/16,589,1
2016/9/17,589,1
2016/9/18,589,1
2016/9/19,589,1
2016/9/20,589,1
2016/9/21,589,1
2016/9/22,589,1
2016/9/23,589,1
2016/9/24,589,1
2016/9/25,589,1
2016/9/26,589,1
2016/9/14,604,1
2016/9/1,606,1
2016/9/2,606,1
2016/9/3,606,1
2016/9/4,606,1
2016/9/5,606,1
2016/9/6,606,1
2016/9/7,606,1
2016/9/8,606,1
2016/9/9,606,1
2016/9/10,606,1
2016/9/11,606,1
2016/9/12,606,1
2016/9/13,606,1
2016/9/14,606,1
2016/9/15,606,1
2016/9/16,606,1
2016/9/17,606,1
2016/9/18,606,1
2016/9/19,606,1
2016/9/20,606,1
2016/9/21,606,1
2016/9/22,606,1
2016/9/23,606,1
2016/9/24,606,1
2016/9/25,606,1
2016/9/26,606,1
2016/9/27,606,1
2016/9/28,606,1
2016/9/29,606,1
2016/9/30,606,1
2016/9/1,609,1
2016/9/2,609,1
2016/9/3,609,1
2016/9/4,609,1
2016/9/5,609,1
2016/9/6,609,1
2016/9/7,609,1
2016/9/8,609,1
2016/9/9,609,1
2016/9/10,609,1
2016/9/11,609,1
2016/9/12,609,1
2016/9/13,609,1
2016/9/14,609,1
2016/9/15,609,1
2016/9/16,609,1
2016/9/17,609,1
2016/9/18,609,1
2016/9/19,609,1
2016/9/20,609,1
2016/9/21,609,1
2016/9/22,609,1
2016/9/23,609,1
2016/9/24,609,1
2016/9/25,609,1
2016/9/26,609,1
2016/9/27,609,1
2016/9/28,609,1
2016/9/29,609,1
2016/9/30,609,1
2016/9/1,617,1
2016/9/2,617,1
2016/9/3,617,1
2016/9/4,617,1
2016/9/5,617,1
2016/9/6,617,1
2016/9/7,617,1
2016/9/8,617,1
2016/9/9,617,1
2016/9/10,617,1
2016/9/11,617,1
2016/9/12,617,1
2016/9/13,617,1
2016/9/14,617,1
2016/9/15,617,1
2016/9/16,617,1
2016/9/17,617,1
2016/9/18,617,1
2016/9/19,617,1
2016/9/20,617,1
2016/9/21,617,1
2016/9/22,617,1
2016/9/23,617,1
2016/9/24,617,1
2016/9/25,617,1
2016/9/26,617,1
2016/9/27,617,1
2016/9/28,617,1
2016/9/29,617,1
2016/9/30,617,1
2016/9/21,618,1
2016/9/1,622,1
2016/9/2,622,1
2016/9/3,622,1
2016/9/4,622,1
2016/9/5,622,1
2016/9/6,622,1
2016/9/7,622,1
2016/9/8,622,1
2016/9/9,622,1
2016/9/10,622,1
2016/9/11,622,1
2016/9/12,622,1
2016/9/13,622,1
2016/9/14,622,1
2016/9/15,622,1
2016/9/16,622,1
2016/9/17,622,1
2016/9/18,622,1
2016/9/19,622,1
2016/9/20,622,1
2016/9/21,622,1
2016/9/22,622,1
2016/9/23,622,1
2016/9/24,622,1
2016/9/25,622,1
2016/9/26,622,1
2016/9/27,622,1
2016/9/28,622,1
2016/9/29,622,1
2016/9/30,622,1
2016/9/1,633,1
2016/9/2,633,1
2016/9/3,633,1
2016/9/4,633,1
2016/9/5,633,1
2016/9/6,633,1
2016/9/7,633,1
2016/9/8,633,1
2016/9/9,633,1
2016/9/10,633,1
2016/9/11,633,1
2016/9/12,633,1
2016/9/1,634,1
2016/9/2,634,1
2016/9/3,634,1
2016/9/4,634,1
2016/9/5,634,1
2016/9/6,634,1
2016/9/7,634,1
2016/9/8,634,1
2016/9/9,634,1
2016/9/10,634,1
2016/9/11,634,1
2016/9/12,634,1
2016/9/13,634,1
2016/9/14,634,1
2016/9/15,634,1
2016/9/16,634,1
2016/9/17,634,1
2016/9/18,634,1
2016/9/19,634,1
2016/9/20,634,1
2016/9/21,634,1
2016/9/22,634,1
2016/9/23,634,1
2016/9/24,634,1
2016/9/25,634,1
2016/9/26,634,1
2016/9/27,634,1
2016/9/28,634,1
2016/9/29,634,1
2016/9/30,634,1
2016/9/1,639,1
2016/9/2,639,1
2016/9/3,639,1
2016/9/4,639,1
2016/9/5,639,1
2016/9/6,639,1
2016/9/7,639,1
2016/9/8,639,1
2016/9/9,639,1
2016/9/10,639,1
2016/9/11,639,1
2016/9/12,639,1
2016/9/13,639,1
2016/9/14,639,1
2016/9/15,639,1
2016/9/16,639,1
2016/9/17,639,1
2016/9/18,639,1
2016/9/19,639,1
2016/9/20,639,1
2016/9/21,639,1
2016/9/22,639,1
2016/9/23,639,1
2016/9/24,639,1
2016/9/25,639,1
2016/9/26,639,1
2016/9/27,639,1
2016/9/28,639,1
2016/9/29,639,1
2016/9/30,639,1
2016/9/1,647,1
2016/9/2,647,1
2016/9/3,647,1
2016/9/4,647,1
2016/9/5,647,1
2016/9/6,647,1
2016/9/7,647,1
2016/9/8,647,1
2016/9/9,647,1
2016/9/10,647,1
2016/9/11,647,1
2016/9/12,647,1
2016/9/13,647,1
2016/9/14,647,1
2016/9/15,647,1
2016/9/16,647,1
2016/9/17,647,1
2016/9/18,647,1
2016/9/19,647,1
2016/9/20,647,1
2016/9/21,647,1
2016/9/22,647,1
2016/9/23,647,1
2016/9/24,647,1
2016/9/25,647,1
2016/9/26,647,1
2016/9/27,647,1
2016/9/28,647,1
2016/9/29,647,1
2016/9/30,647,1
2016/9/1,651,1
2016/9/2,651,1
2016/9/3,651,1
2016/9/4,651,1
2016/9/5,651,1
2016/9/6,651,1
2016/9/7,651,1
2016/9/8,651,1
2016/9/9,651,1
2016/9/10,651,1
2016/9/11,651,1
2016/9/12,651,1
2016/9/13,651,1
2016/9/14,651,1
2016/9/15,651,1
2016/9/16,651,1
2016/9/17,651,1
2016/9/18,651,1
2016/9/19,651,1
2016/9/20,651,1
2016/9/21,651,1
2016/9/22,651,1
2016/9/23,651,1
2016/9/24,651,1
2016/9/25,651,1
2016/9/26,651,1
2016/9/27,651,1
2016/9/28,651,1
2016/9/29,651,1
2016/9/1,652,1
2016/9/2,652,1
2016/9/3,652,1
2016/9/4,652,1
2016/9/5,652,1
2016/9/6,652,1
2016/9/7,652,1
2016/9/8,652,1
2016/9/9,652,1
2016/9/10,652,1
2016/9/11,652,1
2016/9/12,652,1
2016/9/13,652,1
2016/9/14,652,1
2016/9/15,652,1
2016/9/16,652,1
2016/9/17,652,1
2016/9/18,652,1
2016/9/19,652,1
2016/9/20,652,1
2016/9/21,652,1
2016/9/22,652,1
2016/9/23,652,1
2016/9/24,652,1
2016/9/25,652,1
2016/9/26,652,1
2016/9/27,652,1
2016/9/28,652,1
2016/9/29,652,1
2016/9/30,652,1
2016/9/1,653,1
2016/9/2,653,1
2016/9/3,653,1
2016/9/4,653,1
2016/9/5,653,1
2016/9/6,653,1
2016/9/7,653,1
2016/9/8,653,1
2016/9/9,653,1
2016/9/10,653,1
2016/9/11,653,1
2016/9/12,653,1
2016/9/13,653,1
2016/9/14,653,1
2016/9/15,653,1
2016/9/16,653,1
2016/9/17,653,1
2016/9/18,653,1
2016/9/19,653,1
2016/9/1,654,1
2016/9/2,654,1
2016/9/3,654,1
2016/9/4,654,1
2016/9/5,654,1
2016/9/6,654,1
2016/9/7,654,1
2016/9/8,654,1
2016/9/9,654,1
2016/9/10,654,1
2016/9/11,654,1
2016/9/12,654,1
2016/9/13,654,1
2016/9/14,654,1
2016/9/15,654,1
2016/9/16,654,1
2016/9/17,654,1
2016/9/18,654,1
2016/9/19,654,1
2016/9/20,654,1
2016/9/21,654,1
2016/9/22,654,1
2016/9/23,654,1
2016/9/24,654,1
2016/9/25,654,1
2016/9/26,654,1
2016/9/27,654,1
2016/9/28,654,1
2016/9/29,654,1
2016/9/30,654,1
2016/9/1,655,1
2016/9/2,655,1
2016/9/3,655,1
2016/9/4,655,1
2016/9/5,655,1
2016/9/6,655,1
2016/9/7,655,1
2016/9/8,655,1
2016/9/9,655,1
2016/9/10,655,1
2016/9/11,655,1
2016/9/12,655,1
2016/9/13,655,1
2016/9/14,655,1
2016/9/15,655,1
2016/9/16,655,1
2016/9/17,655,1
2016/9/18,655,1
2016/9/19,655,1
2016/9/20,655,1
2016/9/21,655,1
2016/9/22,655,1
2016/9/23,655,1
2016/9/24,655,1
2016/9/25,655,1
2016/9/26,655,1
2016/9/27,655,1
2016/9/28,655,1
2016/9/29,655,1
2016/9/30,655,1
2016/9/1,656,1
2016/9/2,656,1
2016/9/3,656,1
2016/9/4,656,1
2016/9/5,656,1
2016/9/6,656,1
2016/9/7,656,1
2016/9/8,656,1
2016/9/9,656,1
2016/9/10,656,1
2016/9/11,656,1
2016/9/12,656,1
2016/9/13,656,1
2016/9/14,656,1
2016/9/15,656,1
2016/9/16,656,1
2016/9/17,656,1
2016/9/18,656,1
2016/9/19,656,1
2016/9/20,656,1
2016/9/21,656,1
2016/9/22,656,1
2016/9/23,656,1
2016/9/24,656,1
2016/9/25,656,1
2016/9/26,656,1
2016/9/27,656,1
2016/9/28,656,1
2016/9/29,656,1
2016/9/30,656,1
2016/9/1,657,1
2016/9/2,657,1
2016/9/3,657,1
2016/9/4,657,1
2016/9/5,657,1
2016/9/6,657,1
2016/9/7,657,1
2016/9/8,657,1
2016/9/9,657,1
2016/9/10,657,1
2016/9/11,657,1
2016/9/12,657,1
2016/9/13,657,1
2016/9/14,657,1
2016/9/15,657,1
2016/9/16,657,1
2016/9/17,657,1
2016/9/18,657,1
2016/9/19,657,1
2016/9/20,657,1
2016/9/21,657,1
2016/9/22,657,1
2016/9/23,657,1
2016/9/24,657,1
2016/9/25,657,1
2016/9/26,657,1
2016/9/27,657,1
2016/9/28,657,1
2016/9/29,657,1
2016/9/30,657,1
2016/9/1,658,1
2016/9/2,658,1
2016/9/3,658,1
2016/9/4,658,1
2016/9/5,658,1
2016/9/6,658,1
2016/9/7,658,1
2016/9/8,658,1
2016/9/9,658,1
2016/9/10,658,1
2016/9/11,658,1
2016/9/12,658,1
2016/9/13,658,1
2016/9/14,658,1
2016/9/15,658,1
2016/9/16,658,1
2016/9/17,658,1
2016/9/18,658,1
2016/9/19,658,1
2016/9/20,658,1
2016/9/21,658,1
2016/9/22,658,1
2016/9/23,658,1
2016/9/24,658,1
2016/9/25,658,1
2016/9/26,658,1
2016/9/27,658,1
2016/9/28,658,1
2016/9/29,658,1
2016/9/30,658,1
2016/9/1,661,1
2016/9/2,661,1
2016/9/3,661,1
2016/9/4,661,1
2016/9/5,661,1
2016/9/6,661,1
2016/9/7,661,1
2016/9/8,661,1
2016/9/9,661,1
2016/9/10,661,1
2016/9/11,661,1
2016/9/12,661,1
2016/9/13,661,1
2016/9/14,661,1
2016/9/15,661,1
2016/9/16,661,1
2016/9/17,661,1
2016/9/1,663,1
2016/9/2,663,1
2016/9/3,663,1
2016/9/4,663,1
2016/9/5,663,1
2016/9/6,663,1
2016/9/7,663,1
2016/9/8,663,1
2016/9/9,663,1
2016/9/10,663,1
2016/9/11,663,1
2016/9/12,663,1
2016/9/13,663,1
2016/9/14,663,1
2016/9/15,663,1
2016/9/16,663,1
2016/9/17,663,1
2016/9/18,663,1
2016/9/19,663,1
2016/9/20,663,1
2016/9/21,663,1
2016/9/22,663,1
2016/9/23,663,1
2016/9/24,663,1
2016/9/25,663,1
2016/9/26,663,1
2016/9/27,663,1
2016/9/28,663,1
2016/9/29,663,1
2016/9/30,663,1
2016/9/1,664,1
2016/9/2,664,1
2016/9/3,664,1
2016/9/4,664,1
2016/9/5,664,1
2016/9/6,664,1
2016/9/7,664,1
2016/9/8,664,1
2016/9/9,664,1
2016/9/10,664,1
2016/9/11,664,1
2016/9/12,664,1
2016/9/13,664,1
2016/9/14,664,1
2016/9/15,664,1
2016/9/16,664,1
2016/9/17,664,1
2016/9/18,664,1
2016/9/19,664,1
2016/9/20,664,1
2016/9/21,664,1
2016/9/22,664,1
2016/9/23,664,1
2016/9/24,664,1
2016/9/25,664,1
2016/9/26,664,1
2016/9/27,664,1
2016/9/28,664,1
2016/9/29,664,1
2016/9/30,664,1
2016/9/1,665,1
2016/9/2,665,1
2016/9/3,665,1
2016/9/4,665,1
2016/9/5,665,1
2016/9/6,665,1
2016/9/7,665,1
2016/9/8,665,1
2016/9/9,665,1
2016/9/10,665,1
2016/9/11,665,1
2016/9/12,665,1
2016/9/13,665,1
2016/9/14,665,1
2016/9/15,665,1
2016/9/16,665,1
2016/9/17,665,1
2016/9/18,665,1
2016/9/19,665,1
2016/9/20,665,1
2016/9/21,665,1
2016/9/22,665,1
2016/9/23,665,1
2016/9/24,665,1
2016/9/25,665,1
2016/9/26,665,1
2016/9/27,665,1
2016/9/28,665,1
2016/9/29,665,1
2016/9/30,665,1
2016/9/1,666,1
2016/9/2,666,1
2016/9/3,666,1
2016/9/4,666,1
2016/9/5,666,1
2016/9/6,666,1
2016/9/7,666,1
2016/9/8,666,1
2016/9/9,666,1
2016/9/10,666,1
2016/9/11,666,1
2016/9/12,666,1
2016/9/13,666,1
2016/9/14,666,1
2016/9/15,666,1
2016/9/16,666,1
2016/9/17,666,1
2016/9/18,666,1
2016/9/19,666,1
2016/9/20,666,1
2016/9/21,666,1
2016/9/22,666,1
2016/9/23,666,1
2016/9/24,666,1
2016/9/25,666,1
2016/9/26,666,1
2016/9/27,666,1
2016/9/28,666,1
2016/9/29,666,1
2016/9/30,666,1
2016/9/1,667,1
2016/9/2,667,1
2016/9/3,667,1
2016/9/4,667,1
2016/9/5,667,1
2016/9/6,667,1
2016/9/7,667,1
2016/9/8,667,1
2016/9/9,667,1
2016/9/10,667,1
2016/9/11,667,1
2016/9/12,667,1
2016/9/13,667,1
2016/9/14,667,1
2016/9/15,667,1
2016/9/16,667,1
2016/9/17,667,1
2016/9/18,667,1
2016/9/19,667,1
2016/9/20,667,1
2016/9/21,667,1
2016/9/22,667,1
2016/9/23,667,1
2016/9/24,667,1
2016/9/25,667,1
2016/9/26,667,1
2016/9/27,667,1
2016/9/28,667,1
2016/9/29,667,1
2016/9/30,667,1
2016/9/1,668,1
2016/9/2,668,1
2016/9/3,668,1
2016/9/4,668,1
2016/9/5,668,1
2016/9/6,668,1
2016/9/7,668,1
2016/9/8,668,1
2016/9/9,668,1
2016/9/10,668,1
2016/9/11,668,1
2016/9/12,668,1
2016/9/13,668,1
2016/9/14,668,1
2016/9/15,668,1
2016/9/16,668,1
2016/9/17,668,1
2016/9/18,668,1
2016/9/19,668,1
2016/9/20,668,1
2016/9/21,668,1
2016/9/22,668,1
2016/9/23,668,1
2016/9/24,668,1
2016/9/25,668,1
2016/9/26,668,1
2016/9/27,668,1
2016/9/28,668,1
2016/9/29,668,1
2016/9/30,668,1
2016/9/1,669,1
2016/9/2,669,1
2016/9/3,669,1
2016/9/4,669,1
2016/9/5,669,1
2016/9/6,669,1
2016/9/7,669,1
2016/9/8,669,1
2016/9/9,669,1
2016/9/10,669,1
2016/9/11,669,1
2016/9/12,669,1
2016/9/13,669,1
2016/9/14,669,1
2016/9/15,669,1
2016/9/16,669,1
2016/9/17,669,1
2016/9/18,669,1
2016/9/19,669,1
2016/9/20,669,1
2016/9/21,669,1
2016/9/22,669,1
2016/9/23,669,1
2016/9/24,669,1
2016/9/25,669,1
2016/9/26,669,1
2016/9/27,669,1
2016/9/28,669,1
2016/9/29,669,1
2016/9/30,669,1
2016/9/1,670,1
2016/9/2,670,1
2016/9/3,670,1
2016/9/4,670,1
2016/9/5,670,1
2016/9/6,670,1
2016/9/7,670,1
2016/9/8,670,1
2016/9/9,670,1
2016/9/10,670,1
2016/9/11,670,1
2016/9/12,670,1
2016/9/13,670,1
2016/9/14,670,1
2016/9/15,670,1
2016/9/16,670,1
2016/9/17,670,1
2016/9/18,670,1
2016/9/19,670,1
2016/9/20,670,1
2016/9/21,670,1
2016/9/22,670,1
2016/9/23,670,1
2016/9/24,670,1
2016/9/25,670,1
2016/9/26,670,1
2016/9/27,670,1
2016/9/28,670,1
2016/9/29,670,1
2016/9/30,670,1
2016/9/1,671,1
2016/9/2,671,1
2016/9/3,671,1
2016/9/4,671,1
2016/9/5,671,1
2016/9/6,671,1
2016/9/7,671,1
2016/9/8,671,1
2016/9/9,671,1
2016/9/10,671,1
2016/9/11,671,1
2016/9/12,671,1
2016/9/13,671,1
2016/9/14,671,1
2016/9/15,671,1
2016/9/16,671,1
2016/9/17,671,1
2016/9/18,671,1
2016/9/19,671,1
2016/9/20,671,1
2016/9/21,671,1
2016/9/22,671,1
2016/9/23,671,1
2016/9/24,671,1
2016/9/25,671,1
2016/9/26,671,1
2016/9/27,671,1
2016/9/28,671,1
2016/9/29,671,1
2016/9/30,671,1
2016/9/1,672,1
2016/9/2,672,1
2016/9/3,672,1
2016/9/4,672,1
2016/9/5,672,1
2016/9/6,672,1
2016/9/7,672,1
2016/9/8,672,1
2016/9/9,672,1
2016/9/10,672,1
2016/9/11,672,1
2016/9/12,672,1
2016/9/13,672,1
2016/9/14,672,1
2016/9/15,672,1
2016/9/16,672,1
2016/9/17,672,1
2016/9/18,672,1
2016/9/19,672,1
2016/9/20,672,1
2016/9/21,672,1
2016/9/22,672,1
2016/9/23,672,1
2016/9/24,672,1
2016/9/25,672,1
2016/9/26,672,1
2016/9/27,672,1
2016/9/28,672,1
2016/9/29,672,1
2016/9/30,672,1
2016/9/1,673,1
2016/9/2,673,1
2016/9/3,673,1
2016/9/4,673,1
2016/9/5,673,1
2016/9/6,673,1
2016/9/7,673,1
2016/9/8,673,1
2016/9/9,673,1
2016/9/10,673,1
2016/9/11,673,1
2016/9/12,673,1
2016/9/13,673,1
2016/9/14,673,1
2016/9/15,673,1
2016/9/16,673,1
2016/9/17,673,1
2016/9/18,673,1
2016/9/19,673,1
2016/9/20,673,1
2016/9/21,673,1
2016/9/22,673,1
2016/9/23,673,1
2016/9/24,673,1
2016/9/25,673,1
2016/9/26,673,1
2016/9/27,673,1
2016/9/28,673,1
2016/9/29,673,1
2016/9/30,673,1
2016/9/1,674,1
2016/9/2,674,1
2016/9/3,674,1
2016/9/4,674,1
2016/9/5,674,1
2016/9/6,674,1
2016/9/7,674,1
2016/9/8,674,1
2016/9/9,674,1
2016/9/10,674,1
2016/9/11,674,1
2016/9/12,674,1
2016/9/13,674,1
2016/9/14,674,1
2016/9/15,674,1
2016/9/16,674,1
2016/9/17,674,1
2016/9/18,674,1
2016/9/19,674,1
2016/9/20,674,1
2016/9/21,674,1
2016/9/22,674,1
2016/9/23,674,1
2016/9/24,674,1
2016/9/25,674,1
2016/9/26,674,1
2016/9/27,674,1
2016/9/28,674,1
2016/9/29,674,1
2016/9/30,674,1
2016/9/1,675,1
2016/9/2,675,1
2016/9/3,675,1
2016/9/4,675,1
2016/9/5,675,1
2016/9/6,675,1
2016/9/7,675,1
2016/9/8,675,1
2016/9/9,675,1
2016/9/10,675,1
2016/9/11,675,1
2016/9/12,675,1
2016/9/13,675,1
2016/9/14,675,1
2016/9/15,675,1
2016/9/16,675,1
2016/9/17,675,1
2016/9/18,675,1
2016/9/19,675,1
2016/9/20,675,1
2016/9/21,675,1
2016/9/22,675,1
2016/9/23,675,1
2016/9/24,675,1
2016/9/25,675,1
2016/9/26,675,1
2016/9/27,675,1
2016/9/28,675,1
2016/9/29,675,1
2016/9/30,675,1
2016/9/1,676,1
2016/9/2,676,1
2016/9/3,676,1
2016/9/4,676,1
2016/9/5,676,1
2016/9/6,676,1
2016/9/7,676,1
2016/9/8,676,1
2016/9/9,676,1
2016/9/10,676,1
2016/9/11,676,1
2016/9/12,676,1
2016/9/13,676,1
2016/9/14,676,1
2016/9/15,676,1
2016/9/16,676,1
2016/9/17,676,1
2016/9/18,676,1
2016/9/19,676,1
2016/9/20,676,1
2016/9/21,676,1
2016/9/22,676,1
2016/9/23,676,1
2016/9/24,676,1
2016/9/25,676,1
2016/9/26,676,1
2016/9/27,676,1
2016/9/28,676,1
2016/9/29,676,1
2016/9/30,676,1
2016/9/1,677,1
2016/9/2,677,1
2016/9/3,677,1
2016/9/4,677,1
2016/9/5,677,1
